age,gender,marital_status,education_level,annual_income,monthly_income,employment_status,debt_to_income_ratio,credit_score,loan_amount
50,Male,Single,High School,38225.59,3185.47,Employed,0.184,677,2786.66
39,Other,Single,PhD,22097.94,1841.5,Employed,0.12,671,27694.38
69,Male,Married,Bachelor's,22800.56,1900.05,Employed,0.334,603,12529.9
45,Female,Married,Master's,32159.23,2679.94,Retired,0.239,643,9565.06
36,Male,Single,Bachelor's,65421.03,5451.75,Employed,0.105,575,15621.62
67,Female,Single,Master's,64613.81,5384.48,Self-employed,0.061,770,2186.7
74,Female,Married,High School,53555.15,4462.93,Self-employed,0.012,780,500
60,Female,Divorced,Bachelor's,51717.51,4309.79,Retired,0.302,714,31430.65
71,Male,Married,Master's,36405.21,3033.77,Self-employed,0.184,774,6726.19
28,Female,Single,Bachelor's,42938.56,3578.21,Employed,0.343,680,30159.61
38,Male,Married,Bachelor's,36971.51,3080.96,Employed,0.235,739,2740.58
48,Female,Widowed,Master's,39239.21,3269.93,Self-employed,0.162,616,19404.42
36,Female,Married,High School,42107.93,3508.99,Employed,0.145,731,11883.47
72,Female,Single,High School,30565.32,2547.11,Unemployed,0.031,657,18413.67
39,Male,Single,Master's,11206.28,933.86,Unemployed,0.118,667,1002.36
62,Female,Divorced,High School,55996.14,4666.34,Employed,0.222,703,10983.17
37,Male,Married,Bachelor's,38887.01,3240.58,Employed,0.238,684,32843.81
65,Male,Married,PhD,13972.68,1164.39,Employed,0.363,637,8169.62
33,Male,Single,Bachelor's,56246.78,4687.23,Retired,0.179,677,10595.63
27,Male,Married,PhD,45366.07,3780.51,Employed,0.084,813,727.38
47,Male,Single,Bachelor's,14656.91,1221.41,Self-employed,0.169,729,2746.15
30,Male,Single,Bachelor's,104460.5,8705.04,Employed,0.01,651,23719.2
54,Female,Married,High School,35177.32,2931.44,Employed,0.069,660,28194.38
56,Male,Single,High School,144902.27,12075.19,Self-employed,0.202,770,11292.24
45,Female,Single,Other,72647.61,6053.97,Employed,0.224,527,8885.51
26,Male,Divorced,High School,95522.48,7960.21,Employed,0.317,617,21095.47
44,Female,Single,High School,37515.05,3126.25,Employed,0.085,677,6466.55
38,Female,Married,Master's,41243.59,3436.97,Student,0.091,610,14838.8
43,Female,Married,Master's,54062.41,4505.2,Self-employed,0.093,786,30823.25
26,Female,Divorced,Other,44078.23,3673.19,Employed,0.051,760,15352.14
49,Male,Married,High School,54543.57,4545.3,Unemployed,0.174,802,6702.85
45,Female,Married,High School,34806.6,2900.55,Employed,0.034,677,15891.85
75,Male,Single,Bachelor's,12972.25,1081.02,Employed,0.12,850,28152.3
37,Female,Married,Bachelor's,27950.38,2329.2,Employed,0.163,683,18210.08
66,Male,Divorced,High School,47983.21,3998.6,Employed,0.267,695,7636.8
44,Male,Single,High School,45707.02,3808.92,Employed,0.502,673,18465.33
31,Male,Married,Master's,120593.43,10049.45,Employed,0.153,722,9319.97
46,Female,Single,Bachelor's,29433.08,2452.76,Self-employed,0.062,785,3114.91
71,Female,Single,High School,46077.95,3839.83,Employed,0.346,545,15777.09
54,Female,Single,Other,55293.81,4607.82,Unemployed,0.194,599,13619.27
48,Female,Single,High School,48602.7,4050.22,Employed,0.092,729,4629.13
23,Male,Widowed,PhD,22644.58,1887.05,Employed,0.208,621,4290.21
31,Female,Married,Other,47363.56,3946.96,Employed,0.025,630,21442.93
58,Female,Married,Bachelor's,20146.82,1678.9,Unemployed,0.018,751,7286.5
34,Female,Married,Bachelor's,27978.05,2331.5,Self-employed,0.051,668,21352.61
71,Female,Married,High School,32929.13,2744.09,Employed,0.279,603,16936.19
46,Female,Married,Master's,32648.84,2720.74,Unemployed,0.134,664,500
68,Female,Married,High School,14461.58,1205.13,Self-employed,0.121,741,22175.98
41,Male,Single,Bachelor's,35510.85,2959.24,Unemployed,0.124,720,23665.54
74,Male,Married,Bachelor's,39301.14,3275.1,Retired,0.069,770,30526.87
59,Male,Married,High School,41776.15,3481.35,Employed,0.059,752,12982.08
50,Male,Widowed,Other,31189.1,2599.09,Employed,0.12,592,9286.24
28,Male,Married,Master's,118769.22,9897.44,Self-employed,0.305,717,1363.11
71,Other,Married,High School,40545.11,3378.76,Student,0.05,751,3850.8
40,Male,Married,Bachelor's,28101.96,2341.83,Unemployed,0.132,590,28586.48
68,Female,Married,Bachelor's,43850.09,3654.17,Employed,0.363,700,40705.85
52,Female,Married,PhD,24793.68,2066.14,Employed,0.491,618,19678.48
42,Male,Single,High School,64770.56,5397.55,Unemployed,0.362,596,29806.14
27,Male,Single,Other,49381.94,4115.16,Employed,0.083,639,18682.84
29,Female,Married,High School,95756,7979.67,Employed,0.129,644,18102.36
65,Female,Single,High School,66126.28,5510.52,Retired,0.207,656,16938.94
21,Other,Single,Bachelor's,89382.15,7448.51,Employed,0.305,694,39189.18
49,Male,Married,High School,9904.36,825.36,Self-employed,0.055,619,19423.84
28,Female,Single,PhD,19667.32,1638.94,Employed,0.303,654,26711.87
74,Male,Divorced,High School,55423.92,4618.66,Employed,0.37,786,17022.83
24,Female,Divorced,Other,25660.53,2138.38,Retired,0.18,565,14573.94
55,Female,Married,Master's,91185.41,7598.78,Employed,0.268,658,8974.27
23,Male,Married,Master's,31458.67,2621.56,Student,0.073,752,7918.47
74,Male,Married,Bachelor's,71390.75,5949.23,Employed,0.164,727,16914.63
65,Male,Married,Bachelor's,48624.89,4052.07,Employed,0.372,614,5920.72
60,Male,Single,Bachelor's,34476.65,2873.05,Self-employed,0.332,739,10012.94
27,Female,Married,Other,23907.37,1992.28,Employed,0.22,626,25519.65
47,Male,Married,High School,44161.47,3680.12,Employed,0.125,847,23139.37
21,Female,Single,Bachelor's,32779.69,2731.64,Employed,0.046,542,12716.4
47,Male,Married,Other,22494.91,1874.58,Employed,0.081,685,5929.19
36,Female,Married,Bachelor's,15517.76,1293.15,Unemployed,0.147,850,32014.79
58,Female,Single,Bachelor's,38457.52,3204.79,Employed,0.238,710,18367.38
27,Female,Married,Bachelor's,65839.34,5486.61,Self-employed,0.302,699,16916.7
64,Female,Single,PhD,43274.62,3606.22,Employed,0.189,736,5899.35
43,Male,Single,High School,56033.6,4669.47,Employed,0.186,746,7175.73
61,Female,Married,Other,33737.38,2811.45,Employed,0.375,671,22730.45
31,Male,Divorced,High School,22580.15,1881.68,Employed,0.071,714,19910.19
62,Male,Single,Master's,57174.99,4764.58,Self-employed,0.205,664,27477.9
73,Male,Divorced,High School,31564.23,2630.35,Employed,0.23,623,12790.1
53,Female,Single,High School,37444.79,3120.4,Employed,0.203,686,500
70,Female,Single,Master's,56532.28,4711.02,Employed,0.217,568,8314.85
56,Female,Single,Bachelor's,57124.83,4760.4,Employed,0.177,509,15036.7
57,Male,Single,Bachelor's,38635.84,3219.65,Employed,0.054,739,15613.86
61,Male,Single,Bachelor's,61555.64,5129.64,Student,0.037,708,30967.22
37,Female,Divorced,Bachelor's,50172.57,4181.05,Employed,0.232,652,7776.63
55,Female,Single,High School,50794.94,4232.91,Self-employed,0.141,706,20559.42
68,Male,Single,High School,81750.84,6812.57,Self-employed,0.139,607,21141.19
25,Female,Married,Bachelor's,51754.3,4312.86,Employed,0.249,659,19737.72
68,Male,Single,High School,109042.74,9086.9,Employed,0.218,748,19568.37
52,Male,Married,Bachelor's,16193.85,1349.49,Employed,0.312,644,12178.39
23,Male,Single,Master's,21076.85,1756.4,Employed,0.321,726,16282.67
72,Male,Single,Master's,27228.87,2269.07,Student,0.26,672,7197.34
67,Male,Married,Bachelor's,19164.83,1597.07,Employed,0.089,663,10878.67
55,Female,Single,Bachelor's,107804.68,8983.72,Employed,0.113,745,17407.58
72,Female,Single,High School,94448.5,7870.71,Employed,0.17,637,16507.94
34,Female,Single,PhD,56765.95,4730.5,Self-employed,0.094,738,12195.43
68,Female,Married,Bachelor's,45068.42,3755.7,Unemployed,0.388,544,500
51,Female,Married,Bachelor's,19574.41,1631.2,Self-employed,0.034,741,14641.37
51,Male,Married,High School,48298.02,4024.83,Employed,0.379,780,2536.48
37,Female,Married,Bachelor's,39554.75,3296.23,Self-employed,0.075,808,17966.37
44,Female,Married,Bachelor's,60802.86,5066.9,Self-employed,0.161,639,27491.04
72,Male,Single,High School,27890.71,2324.23,Student,0.115,580,41532.24
43,Male,Divorced,Bachelor's,51345.02,4278.75,Employed,0.255,850,5826.63
38,Female,Divorced,Bachelor's,66800.95,5566.75,Employed,0.011,641,25494.51
70,Female,Married,High School,63078.76,5256.56,Employed,0.146,702,16603.77
74,Male,Single,Bachelor's,39897.64,3324.8,Employed,0.139,673,17006.8
34,Female,Married,High School,82447.63,6870.64,Retired,0.139,744,12338.08
70,Female,Single,High School,21562.58,1796.88,Self-employed,0.487,777,23618.59
35,Male,Married,Bachelor's,42943.98,3578.67,Self-employed,0.581,760,500
35,Female,Single,Master's,51379.35,4281.61,Employed,0.123,721,18506.66
26,Female,Married,High School,36304.33,3025.36,Employed,0.229,647,15618.65
47,Male,Single,Master's,57385.02,4782.08,Employed,0.185,651,20837.57
35,Female,Divorced,Bachelor's,67622.99,5635.25,Employed,0.202,635,2818.02
70,Male,Single,Bachelor's,12418.61,1034.88,Self-employed,0.096,731,29489.81
56,Male,Married,Other,92002.7,7666.89,Unemployed,0.044,615,12978.66
75,Male,Divorced,PhD,26633.59,2219.47,Employed,0.083,756,16412.31
28,Female,Single,Bachelor's,73698.4,6141.53,Employed,0.14,665,10171.12
35,Female,Divorced,Bachelor's,24402.92,2033.58,Employed,0.025,716,31352.22
23,Male,Single,High School,48989.04,4082.42,Unemployed,0.474,715,12661.4
67,Male,Divorced,Other,49837.28,4153.11,Student,0.105,669,29369.85
33,Male,Widowed,PhD,33193.71,2766.14,Employed,0.415,685,16909.9
61,Female,Single,Master's,27834.61,2319.55,Employed,0.216,527,22199.13
54,Female,Married,High School,207179.14,17264.93,Self-employed,0.099,602,20989.02
44,Female,Single,Master's,26944.36,2245.36,Employed,0.159,707,9260.94
60,Female,Single,High School,89964.56,7497.05,Unemployed,0.151,693,24210.48
52,Female,Single,High School,204648.36,17054.03,Unemployed,0.162,646,13113.35
52,Male,Single,Master's,29762.32,2480.19,Employed,0.241,669,20534.14
50,Male,Married,Other,14132.73,1177.73,Employed,0.069,798,500
72,Female,Single,High School,36696.13,3058.01,Employed,0.374,652,11930.42
69,Female,Married,High School,27719.47,2309.96,Employed,0.158,763,9026.99
33,Male,Single,High School,55056.31,4588.03,Student,0.148,727,20435.77
21,Female,Divorced,Other,27885.3,2323.78,Employed,0.053,783,500
54,Female,Single,Bachelor's,32579.84,2714.99,Employed,0.213,576,2331.55
35,Male,Single,Bachelor's,35557.34,2963.11,Unemployed,0.248,667,13280.79
64,Female,Married,Bachelor's,17846.22,1487.19,Self-employed,0.13,748,31075.31
34,Female,Married,Bachelor's,32523.44,2710.29,Employed,0.059,731,28390.64
49,Male,Married,High School,34943.83,2911.99,Employed,0.093,543,16308.88
54,Female,Married,High School,24085.54,2007.13,Employed,0.181,539,20034.88
38,Male,Single,Master's,45001.88,3750.16,Employed,0.085,632,18934.12
74,Male,Single,Bachelor's,72639.92,6053.33,Unemployed,0.154,760,12699.35
27,Female,Married,High School,31660.59,2638.38,Employed,0.155,701,14188.76
49,Male,Married,Bachelor's,36103.59,3008.63,Self-employed,0.325,676,19678.21
75,Male,Single,High School,31282.78,2606.9,Self-employed,0.185,692,14345.78
51,Male,Married,Bachelor's,107089.18,8924.1,Employed,0.143,603,18291.24
45,Male,Married,High School,25090.82,2090.9,Employed,0.217,768,29977.6
58,Male,Married,Master's,24490.76,2040.9,Employed,0.104,672,12250.42
34,Female,Single,Bachelor's,26476.07,2206.34,Employed,0.114,761,500
28,Male,Married,Bachelor's,78559.62,6546.63,Unemployed,0.353,784,15994.79
47,Female,Single,Master's,82718.42,6893.2,Employed,0.124,622,38638.37
74,Female,Single,Bachelor's,22164.25,1847.02,Employed,0.23,584,35930.77
22,Male,Married,Bachelor's,59350.9,4945.91,Employed,0.047,618,16091.49
37,Female,Married,High School,28938.98,2411.58,Employed,0.121,622,1309.31
57,Female,Married,Other,16109.64,1342.47,Student,0.432,667,13496.93
34,Male,Single,High School,16096.11,1341.34,Employed,0.128,755,13831.94
45,Male,Divorced,Master's,33457.36,2788.11,Self-employed,0.21,677,3716.32
50,Female,Single,Other,60959.17,5079.93,Employed,0.265,628,24408.08
49,Female,Married,Bachelor's,37273.65,3106.14,Retired,0.271,643,10700.03
40,Male,Single,High School,39887.42,3323.95,Employed,0.043,699,500
41,Male,Single,High School,12649.57,1054.13,Employed,0.245,671,20405.8
73,Male,Single,Bachelor's,29860.93,2488.41,Employed,0.089,647,1538.72
42,Male,Single,Bachelor's,31572.53,2631.04,Employed,0.309,688,8249.62
55,Female,Married,Bachelor's,29207.83,2433.99,Student,0.456,586,24867.97
57,Male,Divorced,Master's,20221.77,1685.15,Employed,0.24,616,18525.33
36,Male,Single,PhD,116923.36,9743.61,Employed,0.097,660,36875.17
70,Male,Married,Bachelor's,52460.76,4371.73,Employed,0.28,802,1206.36
69,Male,Married,Master's,61533.82,5127.82,Employed,0.258,515,5009.15
63,Male,Married,High School,39385.75,3282.15,Employed,0.153,850,30500.68
37,Male,Single,Bachelor's,82832.87,6902.74,Student,0.449,793,18386.13
36,Male,Widowed,High School,21108.94,1759.08,Employed,0.125,689,5461.35
75,Female,Single,Bachelor's,62227.74,5185.64,Employed,0.079,505,15376.06
22,Female,Married,PhD,18271.89,1522.66,Employed,0.049,850,13887.07
24,Male,Married,PhD,38486.57,3207.21,Employed,0.12,620,23585.37
41,Female,Single,Bachelor's,37426.86,3118.9,Self-employed,0.032,682,18209.48
59,Male,Married,High School,39549.06,3295.75,Employed,0.122,697,5480.31
54,Female,Single,High School,37542.42,3128.54,Retired,0.053,686,18320.29
50,Male,Single,High School,10083.75,840.31,Employed,0.202,711,5023.28
26,Male,Single,High School,29221.26,2435.1,Self-employed,0.266,710,5854.76
37,Female,Divorced,High School,35621.5,2968.46,Unemployed,0.272,637,14023.22
59,Male,Married,High School,27563.12,2296.93,Unemployed,0.21,610,9031.27
45,Male,Single,High School,14562.1,1213.51,Employed,0.227,605,2972.62
25,Female,Single,High School,30099.19,2508.27,Unemployed,0.112,738,23830.1
25,Female,Single,Bachelor's,53941.57,4495.13,Employed,0.102,589,2303.43
40,Female,Married,Bachelor's,91463.95,7622,Employed,0.096,615,24782.71
36,Male,Married,Other,34049.24,2837.44,Employed,0.069,807,17526.59
71,Female,Divorced,Bachelor's,32223.04,2685.25,Employed,0.208,551,3421.86
61,Male,Married,Bachelor's,23260.57,1938.38,Employed,0.185,580,18363.83
57,Male,Married,High School,93904.79,7825.4,Unemployed,0.208,831,20059.07
60,Female,Single,High School,23931.51,1994.29,Employed,0.103,686,15146.75
29,Female,Single,Bachelor's,30215.09,2517.92,Self-employed,0.067,682,18650.14
25,Female,Married,High School,48319.72,4026.64,Employed,0.033,526,2037.66
62,Female,Married,Master's,65261.57,5438.46,Employed,0.037,588,15091.82
22,Male,Married,Master's,27030.54,2252.54,Retired,0.205,770,500
29,Male,Single,Master's,32630.79,2719.23,Employed,0.105,539,6529.26
63,Male,Single,Bachelor's,31913.03,2659.42,Employed,0.224,712,4151.49
56,Female,Single,Master's,16259.23,1354.94,Employed,0.027,697,14192.73
42,Male,Divorced,Bachelor's,47589.28,3965.77,Employed,0.085,693,18927.58
42,Female,Married,Bachelor's,25411.75,2117.65,Unemployed,0.45,760,18301.17
42,Female,Single,Bachelor's,28077.37,2339.78,Self-employed,0.194,648,21899.1
54,Female,Married,High School,44555.96,3713,Employed,0.16,810,15164.22
75,Female,Married,High School,38461.43,3205.12,Retired,0.043,774,11879.87
49,Female,Single,Bachelor's,105261.88,8771.82,Employed,0.048,683,19161.95
58,Female,Single,High School,105081.43,8756.79,Employed,0.067,688,5250.35
66,Female,Married,PhD,87085.22,7257.1,Employed,0.321,749,11204.82
53,Male,Married,High School,121575.3,10131.28,Employed,0.155,704,20282.34
38,Male,Married,High School,95429.63,7952.47,Unemployed,0.262,655,34211.47
27,Female,Married,Bachelor's,13562.43,1130.2,Self-employed,0.348,760,26741.77
21,Other,Single,Master's,50613.23,4217.77,Employed,0.08,646,13843.16
53,Male,Single,Bachelor's,43998.05,3666.5,Self-employed,0.161,646,31934.14
21,Male,Married,High School,42842.59,3570.22,Employed,0.423,604,14092.19
44,Female,Married,Bachelor's,27231.63,2269.3,Unemployed,0.069,784,26122.49
24,Female,Single,Bachelor's,12725.8,1060.48,Employed,0.061,671,21198.39
24,Male,Single,Master's,26119.44,2176.62,Employed,0.17,708,9975.93
38,Female,Single,Master's,24235.47,2019.62,Unemployed,0.058,728,13052.25
47,Female,Single,Master's,55132.14,4594.34,Employed,0.01,601,18650.6
63,Female,Single,High School,30627.67,2552.31,Unemployed,0.318,643,5312.7
52,Male,Married,High School,76508.21,6375.68,Employed,0.126,581,12693.45
53,Male,Married,Other,105756.61,8813.05,Employed,0.173,732,12894.11
48,Male,Single,High School,22184.1,1848.68,Employed,0.168,594,8988.49
62,Male,Married,High School,19263.15,1605.26,Unemployed,0.425,616,15299.19
61,Male,Married,Master's,48730.89,4060.91,Retired,0.078,607,24068.05
75,Female,Single,Bachelor's,52258.85,4354.9,Employed,0.126,778,6823.89
56,Male,Married,Bachelor's,38815.81,3234.65,Retired,0.187,603,11095.9
26,Female,Single,High School,18111.39,1509.28,Self-employed,0.027,664,22062.5
36,Female,Married,High School,44478.63,3706.55,Employed,0.063,625,24073.94
54,Male,Single,Master's,31921.01,2660.08,Employed,0.185,664,32897.48
43,Other,Single,High School,55227.02,4602.25,Employed,0.128,584,42586.69
70,Female,Married,Bachelor's,31717.6,2643.13,Self-employed,0.239,627,11380.77
62,Female,Single,Master's,59753.58,4979.46,Employed,0.328,468,2521.62
44,Male,Single,Other,59913.04,4992.75,Employed,0.13,694,8375.94
69,Female,Single,Master's,25593.18,2132.76,Student,0.143,555,13285.31
33,Male,Married,Master's,56667.73,4722.31,Self-employed,0.079,673,17018.24
38,Female,Married,Bachelor's,49772.01,4147.67,Self-employed,0.102,535,18319.04
74,Male,Single,Other,32856.24,2738.02,Employed,0.068,750,22082.7
33,Female,Single,Bachelor's,74449.43,6204.12,Self-employed,0.019,694,7385.54
69,Male,Married,PhD,16895.64,1407.97,Employed,0.03,713,24521.35
57,Male,Single,High School,28028.06,2335.67,Employed,0.125,675,8216.17
63,Female,Married,High School,73081.81,6090.15,Retired,0.065,609,12922.3
59,Female,Single,Bachelor's,40500.04,3375,Retired,0.071,711,27485.5
62,Male,Married,Master's,33463.66,2788.64,Retired,0.257,757,33678.54
37,Male,Married,Bachelor's,30869.62,2572.47,Student,0.016,792,10326.52
35,Female,Single,PhD,22530.78,1877.56,Employed,0.022,445,21172.56
38,Female,Married,High School,83244,6937,Employed,0.012,646,12113.7
43,Male,Married,High School,40556,3379.67,Retired,0.065,614,26851.15
74,Female,Single,Master's,37080.56,3090.05,Employed,0.126,641,6542.13
71,Female,Single,Bachelor's,70334.44,5861.2,Unemployed,0.3,649,701.21
50,Male,Single,Bachelor's,70939.02,5911.58,Unemployed,0.215,706,21457.45
54,Female,Single,Master's,41726.65,3477.22,Employed,0.292,622,28450.3
24,Female,Single,Master's,159813.98,13317.83,Unemployed,0.095,637,31515.11
23,Female,Married,Bachelor's,15882.37,1323.53,Self-employed,0.427,798,17106.85
27,Male,Married,Master's,98165.67,8180.47,Employed,0.277,693,5972.33
38,Female,Married,Bachelor's,48620.23,4051.69,Unemployed,0.309,690,28751.6
62,Male,Married,Bachelor's,57373.26,4781.11,Employed,0.23,608,26760.45
27,Female,Married,High School,17391.77,1449.31,Employed,0.243,741,10128.92
60,Male,Married,High School,20004.97,1667.08,Student,0.181,761,500
26,Female,Widowed,Bachelor's,34149.2,2845.77,Self-employed,0.108,602,20804.35
42,Female,Single,Bachelor's,44394.76,3699.56,Employed,0.428,849,21767.91
21,Male,Single,High School,44154.36,3679.53,Unemployed,0.26,718,21956.86
24,Female,Single,Bachelor's,33026.29,2752.19,Unemployed,0.372,652,19833.86
66,Female,Married,Bachelor's,24868.53,2072.38,Employed,0.115,653,21721.61
